visitorid,ses_rec,ses_rec_avg,ses_rec_sd,ses_rec_cv,user_rec,ses_n,int_n,int_n_r,tran_n,tran_n_r,rev_sum,rev_sum_r,target_class
726958,13,16,10,0.625,47,3,4,1.3333334,0,0,0,0,1
727117,15,37,0,0,53,2,7,3.5,0,0,0,0,1
727180,0,0,0,-1,0,2,4,2,0,0,0,0,1
728112,5,19.666666,14.884743,0.7568513,66,4,5,1.25,0,0,0,0,0
728324,31,0,0,-1,31,2,4,2,0,0,0,0,1
728504,9,0,0,-1,9,5,12,2.4,0,0,0,0,1
728536,8,0,0,-1,8,2,2,1,0,0,0,0,1
728750,11,0,0,-1,11,2,2,1,0,0,0,0,1
728913,20,21,0,0,41,2,2,1,0,0,0,0,1
729121,0,0,0,-1,0,2,4,2,0,0,0,0,0
729270,12,0,0,-1,13,2,2,1,0,0,0,0,1
729778,30,0,0,-1,30,2,2,1,0,0,0,0,1
729823,18,0,0,-1,18,2,6,3,0,0,0,0,1
729861,0,0,0,-1,0,2,2,1,0,0,0,0,0
730174,20,0,0,-1,20,2,2,1,0,0,0,0,1
730659,24,1,1,1,27,3,3,1,0,0,0,0,1
730818,7,19,3,0.15789473,46,3,3,1,0,0,0,0,1
731271,9,1,0,0,11,2,3,1.5,0,0,0,0,1
731629,22,0,0,-1,22,2,4,2,0,0,0,0,1
731671,17,3,0,0,20,2,3,1.5,0,0,0,0,1
731680,17,0,0,-1,17,3,17,5.6666665,0,0,0,0,1
732203,0,3.5,3.5,1,7,3,3,1,0,0,0,0,1
732246,1,0,0,-1,1,2,4,2,0,0,0,0,1
732376,6,45,0,0,51,2,3,1.5,0,0,0,0,1
732488,20,0,0,-1,20,2,2,1,0,0,0,0,0
732608,22,0,0,-1,22,2,3,1.5,0,0,0,0,1
732699,27,0,0,-1,28,3,3,1,0,0,0,0,1
733854,16,12.5,12.5,1,41,3,6,2,0,0,0,0,1
734228,4,28,0,0,33,2,2,1,0,0,0,0,0
734281,12,10.5,10.5,1,35,3,3,1,0,0,0,0,1
734305,14,1,0,0,16,2,2,1,0,0,0,0,1
734897,20,69,0,0,90,2,4,2,0,0,0,0,1
735023,18,7,6.708204,0.95831484,48,5,13,2.6,0,0,0,0,0
735554,16,9.333333,7.363574,0.7889544,44,4,5,1.25,0,0,0,0,1
735729,19,4,0,0,23,2,4,2,0,0,0,0,1
735817,21,0,0,-1,21,2,2,1,0,0,0,0,1
735965,24,0,0,-1,24,3,3,1,0,0,0,0,1
736058,17,6,0,0,23,2,2,1,0,0,0,0,1
736275,31,1,0,0,33,2,2,1,0,0,0,0,1
736748,19,0,0,-1,20,3,3,1,0,0,0,0,1
737142,12,0,0,-1,12,2,5,2.5,0,0,0,0,1
737774,26,39,0,0,66,2,2,1,0,0,0,0,1
738163,18,50,0,0,68,2,2,1,0,0,0,0,1
738237,20,10.428572,7.8714156,0.7547933,96,8,9,1.125,0,0,0,0,0
738283,0,0,0,-1,0,2,3,1.5,0,0,0,0,1
738725,3,0,0,-1,3,2,2,1,0,0,0,0,0
738736,24,64,0,0,88,2,2,1,0,0,0,0,1
738746,5,2.7,6.797794,2.5177014,68,21,40,1.9047619,3,0.14285715,93360,4445.7144,0
739111,20,0,0,-1,20,2,3,1.5,0,0,0,0,1
739266,31,1,0,0,33,2,2,1,0,0,0,0,1
739356,12,0,0,-1,12,2,3,1.5,0,0,0,0,1
739477,23,6,2.828427,0.47140452,43,4,4,1,0,0,0,0,1
739857,0,0,0,-1,1,3,5,1.6666666,0,0,0,0,1
740045,25,27.5,26.5,0.96363634,81,3,3,1,0,0,0,0,1
740197,0,14,0,0,14,2,2,1,0,0,0,0,1
740764,7,21,0,0,28,2,2,1,0,0,0,0,1
740766,12,0,0,-1,12,2,6,3,0,0,0,0,1
741768,13,0.5,0.5,1,14,3,3,1,0,0,0,0,0
741800,26,28,27,0.96428573,82,3,3,1,0,0,0,0,1
741996,19,0,0,-1,19,2,2,1,0,0,0,0,1
742054,6,0,0,-1,6,2,3,1.5,0,0,0,0,0
742217,6,13,0,0,20,2,2,1,0,0,0,0,1
742493,28,0,0,-1,28,2,2,1,0,0,0,0,1
742900,20,0,0,-1,20,2,2,1,0,0,0,0,1
743101,7,0.5,0.5,1,9,3,8,2.6666667,1,0.33333334,60000,20000,1
743270,13,33,0,0,47,2,28,14,0,0,0,0,1
743421,24,2,0,0,27,2,2,1,0,0,0,0,1
743590,21,34.5,28.5,0.82608694,91,3,5,1.6666666,0,0,0,0,1
743908,31,25,20,0.8,81,3,4,1.3333334,0,0,0,0,1
744077,10,6.3333335,7.586538,1.1978744,29,4,8,2,0,0,0,0,1
744111,25,1,0,0,26,2,2,1,0,0,0,0,1
744163,30,0,0,-1,30,2,2,1,0,0,0,0,1
744167,17,0,0,-1,17,2,2,1,0,0,0,0,1
744177,2,0,0,-1,2,2,2,1,0,0,0,0,1
744202,11,0,0,-1,12,2,4,2,0,0,0,0,1
744234,6,0,0,-1,7,2,3,1.5,0,0,0,0,1
744274,5,0,0,-1,5,2,3,1.5,0,0,0,0,1
744445,19,0,0,-1,19,2,7,3.5,0,0,0,0,1
745337,19,6,0,0,26,2,3,1.5,0,0,0,0,1
745559,14,10,0,0,24,2,2,1,0,0,0,0,1
745688,31,2,0,0,34,2,2,1,0,0,0,0,1
745911,7,80,0,0,88,2,2,1,0,0,0,0,1
745998,6,1,1,1,8,3,3,1,0,0,0,0,1
746264,11,0,0,-1,11,2,2,1,0,0,0,0,1
746280,0,47,0,0,48,2,2,1,0,0,0,0,0
746312,10,46,0,0,57,2,2,1,0,0,0,0,1
746839,9,3,2.828427,0.94280905,19,4,6,1.5,0,0,0,0,1
747359,13,25,16,0.64,64,3,3,1,0,0,0,0,1
747475,6,20,0,0,27,2,6,3,0,0,0,0,1
747931,24,0,0,-1,24,2,2,1,0,0,0,0,1
748013,25,1,0,0,26,2,2,1,0,0,0,0,1
748021,1,15,0,0,16,2,2,1,0,0,0,0,1
748138,5,0,0,-1,5,2,2,1,0,0,0,0,1
748402,29,23,18,0.7826087,76,3,7,2.3333333,0,0,0,0,1
748726,27,4.75,5.53963,1.1662378,48,5,14,2.8,1,0.2,23160,4632,1
749055,31,27,0,0,59,2,2,1,0,0,0,0,1
749242,22,0,0,-1,22,2,4,2,0,0,0,0,1
749338,27,4,1,0.25,36,3,3,1,0,0,0,0,1
749544,16,0,0,-1,16,2,6,3,0,0,0,0,1
749573,9,0,0,-1,9,2,2,1,0,0,0,0,1
750174,28,8,8,1,45,3,3,1,0,0,0,0,1
750186,26,0,0,-1,26,4,4,1,0,0,0,0,1
750192,28,52,0,0,81,2,2,1,0,0,0,0,0
750783,20,0,0,-1,20,2,2,1,0,0,0,0,1
751064,22,0,0,-1,22,2,6,3,0,0,0,0,0
751558,26,30,0,0,57,2,8,4,0,0,0,0,1
752163,23,0,0,-1,23,2,6,3,0,0,0,0,1
752419,23,0,0,-1,23,2,2,1,0,0,0,0,1
752501,23,0,0,-1,23,2,2,1,0,0,0,0,1
752787,13,8,0,0,21,2,3,1.5,0,0,0,0,1
753334,6,1.5,1.5,1,10,3,6,2,0,0,0,0,0
753438,11,7,0,0,19,2,4,2,1,0.5,33120,16560,1
753706,5,2.25,2.4874685,1.1055416,15,5,6,1.2,0,0,0,0,1
754006,21,2,1,0.5,25,3,6,2,0,0,0,0,1
754022,5,4,0,0,10,2,2,1,0,0,0,0,1
754254,17,5.5,5.5,1,28,3,3,1,0,0,0,0,1
754330,24,0,0,-1,24,2,2,1,0,0,0,0,0
754455,0,0,0,-1,0,3,6,2,0,0,0,0,1
755521,22,1,0,0,23,2,2,1,0,0,0,0,1
755979,31,0,0,-1,31,2,6,3,1,0.5,109320,54660,1
756234,0,0,0,-1,1,9,13,1.4444444,0,0,0,0,1
756389,22,17,0,0,39,2,2,1,0,0,0,0,1
756903,5,2.5,2.6925824,1.0770329,17,5,6,1.2,0,0,0,0,1
757079,12,6,0,0,19,2,2,1,0,0,0,0,1
757605,17,17,0,0,35,2,2,1,0,0,0,0,1
757668,28,0,0,-1,28,2,18,9,0,0,0,0,1
757709,13,30,0,0,44,2,4,2,0,0,0,0,1
757972,27,6.3333335,6.7741337,1.0696001,67,7,11,1.5714285,0,0,0,0,0
758310,21,0,0,-1,21,2,4,2,0,0,0,0,1
759129,6,0,0,-1,6,2,2,1,0,0,0,0,0
759492,21,0,0,-1,21,2,6,3,0,0,0,0,1
759802,10,0,0,-1,11,3,3,1,0,0,0,0,1
760364,30,10.5,18.652525,1.7764308,95,7,8,1.1428572,0,0,0,0,1
760731,26,27,17,0.6296296,80,3,3,1,0,0,0,0,0
760890,1,18,0,0,19,2,3,1.5,0,0,0,0,1
760909,18,1,0,0,20,2,2,1,0,0,0,0,1
761411,20,8,0,0,28,2,3,1.5,0,0,0,0,1
761728,28,0,0,-1,28,2,4,2,0,0,0,0,1
761758,28,0,0,-1,28,2,3,1.5,0,0,0,0,1
761932,0,1,0,0,2,2,2,1,0,0,0,0,1
761956,22,2,0,0,24,2,2,1,0,0,0,0,1
762084,7,3,0,0,10,2,2,1,0,0,0,0,1
762107,30,0,0,-1,31,3,3,1,0,0,0,0,1
762408,30,4,4.516636,1.129159,52,6,6,1,0,0,0,0,1
762486,8,9.333333,22.025238,2.3598468,95,10,11,1.1,0,0,0,0,1
762558,19,1,0,0,20,2,2,1,0,0,0,0,1
762794,23,0,0,-1,23,2,11,5.5,0,0,0,0,1
764139,20,29,0,0,50,2,2,1,0,0,0,0,1
764475,17,66,0,0,84,2,2,1,0,0,0,0,1
764539,21,0,0,-1,21,2,2,1,0,0,0,0,1
764671,26,0.5,0.5,1,29,5,12,2.4,0,0,0,0,1
764825,20,0,0,-1,21,2,2,1,0,0,0,0,1
765177,12,24,0,0,37,2,5,2.5,0,0,0,0,0
765250,31,27,0,0,59,2,2,1,0,0,0,0,1
765505,12,20,0,0,32,2,2,1,0,0,0,0,1
765706,19,6,0,0,25,2,2,1,0,0,0,0,1
766144,25,0,0,-1,25,2,11,5.5,0,0,0,0,1
766330,8,52,0,0,61,2,2,1,0,0,0,0,0
766675,17,66,0,0,83,2,2,1,0,0,0,0,1
767187,3,16,0,0,20,2,9,4.5,0,0,0,0,1
767190,13,18,0,0,32,2,2,1,0,0,0,0,1
767253,17,1,0,0,18,2,2,1,0,0,0,0,1
767320,30,0,0,-1,30,2,2,1,0,0,0,0,1
767348,29,1,0.8164966,0.8164966,33,4,7,1.75,0,0,0,0,1
767417,18,0,0,-1,21,6,13,2.1666667,0,0,0,0,1
767602,6,71,0,0,77,2,2,1,0,0,0,0,1
767773,1,6,5.0990195,0.8498366,20,4,6,1.5,0,0,0,0,1
767995,13,6,6.041523,1.0069205,39,5,13,2.6,0,0,0,0,1
768139,14,11.428572,16.439127,1.4384236,97,8,29,3.625,0,0,0,0,0
768302,8,25.5,25.5,1,60,3,4,1.3333334,0,0,0,0,1
768513,6,4.3333335,6.1282587,1.4142135,20,4,7,1.75,0,0,0,0,1
769064,13,24,0,0,38,2,2,1,0,0,0,0,1
769109,31,0,0,-1,31,2,2,1,0,0,0,0,1
769402,17,0,0,-1,17,2,2,1,0,0,0,0,1
769540,21,0,0,-1,21,2,2,1,0,0,0,0,1
769980,0,1,0,0,1,2,4,2,0,0,0,0,1
770089,26,51,0,0,77,2,2,1,0,0,0,0,1
770257,5,5,0,0,11,2,2,1,0,0,0,0,1
770787,19,4.3333335,4.7842336,1.1040539,33,4,4,1,0,0,0,0,0
771043,27,13,0,0,41,2,16,8,0,0,0,0,1
771263,25,71,0,0,97,2,6,3,0,0,0,0,1
771611,7,30,3,0.1,67,3,5,1.6666666,1,0.33333334,273480,91160,1
771629,0,1,0,0,2,2,2,1,0,0,0,0,1
771677,25,0,0,-1,27,4,4,1,0,0,0,0,1
772099,12,0.4,0.48989794,1.2247449,16,6,6,1,0,0,0,0,1
772441,11,0,0,-1,12,2,2,1,0,0,0,0,1
772726,24,55,0,0,79,2,2,1,0,0,0,0,1
773199,17,0,0,-1,18,2,2,1,0,0,0,0,1
773232,21,0,0,-1,22,4,4,1,0,0,0,0,1
773317,23,5.2727275,7.8054867,1.4803509,88,12,14,1.1666666,0,0,0,0,1
773598,23,0,0,-1,23,2,3,1.5,0,0,0,0,1
773685,31,0,0,-1,31,2,7,3.5,0,0,0,0,1
773760,5,34,0,0,40,2,2,1,0,0,0,0,0
774134,19,2,0,0,22,2,3,1.5,0,0,0,0,1
774707,31,4.5,7.4161983,1.6480441,71,9,43,4.7777777,0,0,0,0,1
774709,20,8,0,0,28,2,2,1,0,0,0,0,1
774780,28,16,0,0,45,2,3,1.5,0,0,0,0,1
774888,20,0,0,-1,20,2,3,1.5,0,0,0,0,1
775332,31,0.5,0.5,1,34,5,17,3.4,0,0,0,0,1
776302,6,0,0,-1,6,2,2,1,0,0,0,0,1
776315,29,0,0,-1,29,2,3,1.5,0,0,0,0,1
776372,28,0,0,-1,28,2,7,3.5,0,0,0,0,1
776525,23,6,0,0,29,2,2,1,0,0,0,0,1
777257,23,1,0,0,25,2,4,2,0,0,0,0,1
777406,24,8,1,0.125,41,3,5,1.6666666,0,0,0,0,1
777422,11,2,0,0,13,2,2,1,0,0,0,0,1
778025,21,0,0,-1,21,2,3,1.5,0,0,0,0,1
778707,13,4,4,1,23,3,3,1,0,0,0,0,1
778731,11,28.666666,31.169786,1.0873181,98,4,8,2,0,0,0,0,1
778778,4,13.5,13.5,1,31,3,4,1.3333334,0,0,0,0,1
778798,20,0,0,-1,20,2,5,2.5,0,0,0,0,1
778909,5,27,0,0,33,2,3,1.5,0,0,0,0,1
779058,10,8.8,10.027961,1.139541,56,6,7,1.1666666,0,0,0,0,0
779531,10,0,0,-1,11,2,2,1,0,0,0,0,1
779908,2,43.5,31.5,0.7241379,90,3,3,1,0,0,0,0,1
780546,20,53,0,0,73,2,2,1,0,0,0,0,1
780552,12,1.5,1.5,1,16,3,3,1,0,0,0,0,1
780731,26,2.25,2.8613808,1.2717248,38,5,13,2.6,1,0.2,214440,42888,0
780805,30,26,0,0,56,2,2,1,0,0,0,0,1
781675,18,4.6666665,1.2472191,0.26726124,34,4,4,1,0,0,0,0,1
781739,30,0,0,-1,30,2,2,1,0,0,0,0,1
782178,19,0.5,0.5,1,21,3,16,5.3333335,1,0.33333334,43800,14600,1
782203,27,1,0,0,29,2,2,1,0,0,0,0,1
782325,4,0,0,-1,4,2,8,4,1,0.5,16680,8340,1
782722,0,0,0,-1,1,2,2,1,0,0,0,0,1
783220,5,10.5,4.5,0.42857143,28,3,6,2,0,0,0,0,1
783500,3,2.3636363,5.1305275,2.1706078,64,23,25,1.0869565,0,0,0,0,0
783515,28,0,0,-1,29,2,5,2.5,0,0,0,0,1
783920,9,3.125,7.069963,2.2623882,65,17,18,1.0588236,0,0,0,0,0
783954,28,6.5,6.5,1,41,3,8,2.6666667,0,0,0,0,1
784196,13,63,0,0,77,2,3,1.5,0,0,0,0,1
784384,23,0,0,-1,23,2,5,2.5,0,0,0,0,1
784414,15,76,0,0,92,2,2,1,0,0,0,0,1
784558,1,46,46,1,95,3,13,4.3333335,1,0.33333334,25560,8520,0
785056,21,0,0,-1,23,6,22,3.6666667,0,0,0,0,1
785057,11,43,0,0,55,2,2,1,0,0,0,0,1
785501,16,0.5,0.5,1,17,3,7,2.3333333,0,0,0,0,1
785640,25,2,0,0,28,2,2,1,0,0,0,0,1
785887,0,49,0,0,50,2,3,1.5,0,0,0,0,1
786299,4,23.666666,22.156012,0.93616956,77,4,4,1,0,0,0,0,1
786512,21,0,0,-1,22,3,7,2.3333333,0,0,0,0,1
786706,0,1.5,1.5,1,3,3,3,1,0,0,0,0,1
787071,15,0,0,-1,15,2,2,1,0,0,0,0,1
787075,19,0,0,-1,19,2,3,1.5,0,0,0,0,1
787119,22,0,0,-1,22,2,3,1.5,0,0,0,0,0
787359,9,22,18,0.8181818,53,3,13,4.3333335,0,0,0,0,1
787460,5,5,0,0,10,2,3,1.5,0,0,0,0,1
787543,11,0,0,-1,11,2,3,1.5,0,0,0,0,1
787621,22,0,0,-1,22,2,2,1,0,0,0,0,1
787793,10,0.625,1.1110243,1.7776389,33,25,36,1.44,0,0,0,0,0
787860,11,26,24,0.9230769,64,3,3,1,0,0,0,0,0
788218,5,0,0,-1,5,2,4,2,0,0,0,0,1
788622,10,0,0,-1,10,2,4,2,0,0,0,0,1
788715,4,35,17,0.4857143,74,3,3,1,0,0,0,0,1
789055,27,0,0,-1,27,2,3,1.5,0,0,0,0,1
789542,11,23.333334,17.211107,0.7376189,82,4,4,1,0,0,0,0,1
789830,6,0,0,-1,6,2,2,1,0,0,0,0,1
790040,21,1,0,0,22,2,2,1,0,0,0,0,1
790059,22,0,0,-1,23,3,3,1,0,0,0,0,1
790162,11,0,0,-1,12,2,3,1.5,0,0,0,0,1
790616,22,0,0,-1,22,2,2,1,0,0,0,0,1
790686,25,30,0,0,56,2,2,1,0,0,0,0,1
790752,18,1.1818181,2.5873182,2.189269,34,12,14,1.1666666,0,0,0,0,1
790815,18,0,0,-1,18,2,3,1.5,0,0,0,0,1
790824,22,0,0,-1,22,2,2,1,0,0,0,0,1
790862,18,0,0,-1,18,2,6,3,0,0,0,0,1
791253,24,0,0,-1,24,2,5,2.5,0,0,0,0,1
791275,12,2,0,0,14,2,2,1,0,0,0,0,1
791405,23,0,0,-1,23,2,9,4.5,0,0,0,0,1
791449,25,0,0,-1,25,2,5,2.5,0,0,0,0,1
791632,22,0,0,-1,22,2,2,1,0,0,0,0,1
791648,14,0,0,-1,15,2,2,1,0,0,0,0,1
791884,27,8.5,7.5,0.88235295,45,3,3,1,0,0,0,0,1
792297,13,22,0,0,36,2,4,2,0,0,0,0,1
792729,4,54,0,0,59,2,2,1,0,0,0,0,1
792947,24,5,0,0,29,2,9,4.5,0,0,0,0,1
792966,7,0,0,-1,8,2,2,1,0,0,0,0,1
792995,31,0.07692308,0.26646936,3.4641016,39,27,55,2.0370371,1,0.037037037,229320,8493.333,1
793007,23,0.2,0.6,3,29,11,31,2.8181818,2,0.18181819,979440,89040,1
793484,14,0,0,-1,14,2,2,1,0,0,0,0,1
793528,26,7,0,0,34,2,2,1,0,0,0,0,1
793785,31,14,0,0,46,2,2,1,0,0,0,0,1
793834,25,6,0,0,31,2,4,2,0,0,0,0,1
794138,2,1.3333334,1.8856181,1.4142135,7,4,4,1,0,0,0,0,1
794365,22,21,0,0,43,2,2,1,0,0,0,0,1
794949,25,0,0,-1,26,2,4,2,0,0,0,0,1
794962,21,4.1666665,4.3748016,1.0499524,49,7,18,2.5714285,0,0,0,0,1
795074,6,24,0,0,30,2,3,1.5,0,0,0,0,1
795130,19,0,0,-1,19,2,2,1,0,0,0,0,1
795475,9,61,0,0,71,2,2,1,0,0,0,0,1
795780,3,0,0,-1,3,2,2,1,0,0,0,0,1
795952,4,0,0,-1,4,2,5,2.5,0,0,0,0,1
796137,0,0,0,-1,0,2,2,1,0,0,0,0,0
796400,30,0,0,-1,30,2,2,1,0,0,0,0,1
796979,28,19.666666,18.263504,0.9286527,88,4,4,1,0,0,0,0,1
797257,18,0,0,-1,20,11,28,2.5454545,0,0,0,0,1
797411,10,69,0,0,79,2,3,1.5,0,0,0,0,0
797459,6,1,0,0,8,2,4,2,0,0,0,0,1
797499,21,0,0,-1,21,2,2,1,0,0,0,0,1
797778,30,0,0,-1,30,2,2,1,0,0,0,0,1
797912,18,0,0,-1,18,2,2,1,0,0,0,0,1
797951,28,0,0,-1,28,2,2,1,0,0,0,0,1
798113,11,1,0,0,12,2,2,1,0,0,0,0,1
798438,24,0,0,-1,25,4,9,2.25,0,0,0,0,1
798536,0,0,0,-1,1,2,2,1,0,0,0,0,1
798785,5,2.6,4.498889,1.7303418,67,21,39,1.8571428,0,0,0,0,0
798788,8,5.3333335,4.027682,0.7551904,25,4,6,1.5,0,0,0,0,0
799263,14,41,0,0,55,2,2,1,0,0,0,0,0
799421,7,2.9230769,6.056929,2.0721073,91,27,29,1.074074,0,0,0,0,0
799436,26,0,0,-1,27,7,12,1.7142857,0,0,0,0,1
800381,22,6.5,3.8405728,0.5908574,50,5,7,1.4,0,0,0,0,1
800716,7,20,0,0,28,2,2,1,0,0,0,0,0
800762,25,5.5,2.5,0.45454547,37,3,7,2.3333333,0,0,0,0,1
801059,22,0,0,-1,22,3,14,4.6666665,0,0,0,0,1
801509,18,23,0,0,42,2,2,1,0,0,0,0,1
802092,14,0,0,-1,14,5,6,1.2,0,0,0,0,0
802372,8,11.333333,8.178563,0.7216379,44,4,6,1.5,0,0,0,0,1
802397,27,3.6,4.758151,1.3217086,47,6,6,1,0,0,0,0,1
802457,20,47,0,0,67,2,3,1.5,0,0,0,0,1
802710,6,19.75,12.070107,0.6111447,87,5,10,2,0,0,0,0,1
802806,29,11.5,10.5,0.9130435,53,3,3,1,0,0,0,0,0
802882,15,81,0,0,96,2,2,1,0,0,0,0,1
802942,10,10.25,6.1796036,0.60288817,53,5,8,1.6,0,0,0,0,1
803459,21,27,0,0,49,2,2,1,0,0,0,0,1
803544,8,86,0,0,94,2,2,1,0,0,0,0,0
804032,20,2,0,0,22,2,2,1,0,0,0,0,1
804241,19,2,0,0,22,2,3,1.5,0,0,0,0,1
804257,17,0,0,-1,17,2,2,1,0,0,0,0,1
804377,29,0.5,0.5,1,31,3,4,1.3333334,0,0,0,0,1
804465,8,0,0,-1,8,2,2,1,0,0,0,0,1
804554,2,0.5,0.5,1,4,3,5,1.6666666,0,0,0,0,1
804633,25,2,0,0,28,2,2,1,0,0,0,0,1
805079,23,0,0,-1,23,4,6,1.5,0,0,0,0,1
805108,20,23,0,0,44,2,2,1,0,0,0,0,1
805433,12,7.4,10.051866,1.3583602,50,6,6,1,0,0,0,0,1
805640,5,0,0,-1,5,2,4,2,0,0,0,0,1
805855,18,0,0,-1,18,2,3,1.5,0,0,0,0,1
806022,14,0,0,-1,14,2,4,2,0,0,0,0,1
806206,22,48,0,0,71,2,2,1,0,0,0,0,1
806538,0,0,0,-1,0,2,2,1,0,0,0,0,0
806617,12,62,0,0,74,2,2,1,0,0,0,0,1
806691,21,0,0,-1,22,2,5,2.5,0,0,0,0,1
807180,16,0,0,-1,17,2,2,1,0,0,0,0,1
808656,0,0,0,-1,0,3,3,1,0,0,0,0,0
808958,25,1,0,0,26,2,6,3,0,0,0,0,1
809117,13,0,0,-1,13,2,2,1,0,0,0,0,1
809144,18,0,0,-1,18,3,8,2.6666667,0,0,0,0,1
809154,14,15,0,0,29,2,2,1,0,0,0,0,1
809191,17,36,0,0,54,2,3,1.5,0,0,0,0,1
809324,17,29,0,0,47,2,2,1,0,0,0,0,1
809339,19,56,0,0,75,2,2,1,0,0,0,0,1
809778,26,8,0,0,35,2,5,2.5,0,0,0,0,1
809798,11,21,0,0,33,2,2,1,0,0,0,0,1
809914,0,0,0,-1,0,2,2,1,0,0,0,0,1
810308,17,0,0,-1,17,2,3,1.5,0,0,0,0,1
810559,29,0,0,-1,29,3,3,1,0,0,0,0,1
810933,30,43,0,0,74,2,4,2,0,0,0,0,1
811023,23,0,0,-1,23,2,3,1.5,0,0,0,0,1
811684,22,0,0,-1,22,3,7,2.3333333,0,0,0,0,1
811806,17,1,0,0,19,2,2,1,0,0,0,0,1
811838,21,10,17.158089,1.7158089,72,6,48,8,2,0.33333334,14400,2400,1
811921,21,9,6,0.6666667,40,3,4,1.3333334,0,0,0,0,1
812122,14,39,0,0,53,2,4,2,1,0.5,24120,12060,1
812342,23,0,0,-1,24,2,6,3,0,0,0,0,1
812679,26,0,0,-1,27,2,2,1,0,0,0,0,0
812715,25,1.3333334,1.2472191,0.9354144,30,4,5,1.25,0,0,0,0,1
812759,20,77,0,0,98,2,2,1,0,0,0,0,1
812838,23,65,0,0,89,2,2,1,0,0,0,0,1
812889,9,1,1,1,12,3,3,1,0,0,0,0,0
813198,3,0,0,-1,3,3,3,1,0,0,0,0,1
813325,28,13,20.139513,1.5491934,95,6,18,3,0,0,0,0,1
813578,17,0.5,0.5,1,19,3,5,1.6666666,0,0,0,0,1
813879,4,40,0,0,45,2,2,1,0,0,0,0,1
814137,27,9.5,6.5,0.68421054,47,3,4,1.3333334,0,0,0,0,1
814170,26,5,0,0,32,2,2,1,0,0,0,0,1
814275,23,13,0,0,37,2,2,1,0,0,0,0,1
814358,25,1.6666666,1.6996732,1.0198039,32,4,13,3.25,0,0,0,0,1
814390,31,10,1,0.1,52,3,4,1.3333334,0,0,0,0,0
814421,10,0.75,0.8291562,1.1055416,14,5,8,1.6,0,0,0,0,0
814529,29,4.5,4.645787,1.032397,59,7,25,3.5714285,0,0,0,0,1
815236,10,1,0,0,12,2,2,1,0,0,0,0,1
815611,31,0,0,-1,31,2,3,1.5,0,0,0,0,1
815670,25,7,0,0,33,2,2,1,0,0,0,0,1
815734,29,0,0,-1,29,2,2,1,0,0,0,0,1
815805,0,1.2307693,1.8040061,1.4657549,24,14,15,1.0714285,0,0,0,0,0
815888,25,0,0,-1,26,2,2,1,0,0,0,0,1
816052,12,2.5,2.5,1,17,3,7,2.3333333,0,0,0,0,1
816056,10,6.3333335,8.956686,1.4142135,31,4,9,2.25,1,0.25,65160,16290,1
816277,18,1.6666666,2.3570225,1.4142135,24,4,7,1.75,0,0,0,0,1
816442,13,0,0,-1,13,2,2,1,0,0,0,0,1
816667,20,0,0,-1,20,4,4,1,0,0,0,0,1
816974,11,0,0,-1,12,2,2,1,0,0,0,0,1
817000,3,18.666666,22.95406,1.2296818,59,4,4,1,0,0,0,0,1
817454,16,2,0,0,18,2,3,1.5,0,0,0,0,1
817520,18,0.33333334,0.47140452,1.4142135,20,4,19,4.75,0,0,0,0,1
817528,3,88,0,0,92,2,2,1,0,0,0,0,1
818180,22,0,0,-1,22,2,2,1,0,0,0,0,1
818280,23,0,0,-1,24,2,2,1,0,0,0,0,1
818355,17,15,0,0,32,2,4,2,0,0,0,0,1
818721,14,18,0,0,33,2,7,3.5,0,0,0,0,1
818859,27,49,0,0,76,2,2,1,0,0,0,0,1
818899,28,1,1,1,31,3,3,1,0,0,0,0,1
818903,24,5,4.3204937,0.8640988,41,4,4,1,0,0,0,0,1
818998,0,26,0,0,27,2,3,1.5,0,0,0,0,1
819132,21,0,0,-1,22,5,9,1.8,0,0,0,0,1
819356,26,0,0,-1,26,4,4,1,0,0,0,0,1
819372,0,29.666666,28.569603,0.9630203,91,4,7,1.75,0,0,0,0,1
819455,1,0,0,-1,1,2,2,1,0,0,0,0,1
819587,0,61,0,0,62,2,22,11,2,1,152400,76200,1
819822,19,0,0,-1,19,4,12,3,0,0,0,0,1
819873,5,4,0,0,10,2,2,1,0,0,0,0,1
820153,0,34.5,10.5,0.3043478,69,3,3,1,0,0,0,0,0
820371,3,10,0,0,13,2,2,1,0,0,0,0,1
820428,19,62,0,0,81,2,2,1,0,0,0,0,1
820445,10,2,0,0,13,2,5,2.5,0,0,0,0,1
821083,18,2.3333333,3.2998316,1.4142135,26,4,33,8.25,2,0.5,29280,7320,1
822050,13,49,0,0,63,2,3,1.5,0,0,0,0,1
822098,13,23,0,0,37,2,2,1,0,0,0,0,1
822119,9,1,0,0,11,2,3,1.5,0,0,0,0,1
822122,24,0,0,-1,24,2,2,1,0,0,0,0,1
822133,7,30.5,21.5,0.704918,69,3,4,1.3333334,0,0,0,0,1
822270,13,26,0,0,39,2,3,1.5,0,0,0,0,1
822896,4,0,0,-1,4,2,2,1,0,0,0,0,1
823167,8,0,0,-1,8,2,3,1.5,0,0,0,0,1
823662,16,3,3,1,23,3,9,3,0,0,0,0,1
823866,23,0,0,-1,23,2,4,2,0,0,0,0,1
824077,15,0,0,-1,15,2,3,1.5,0,0,0,0,1
824098,20,0,0,-1,20,2,4,2,0,0,0,0,1
